bucket,feature,keep_feature,relation,evidence_level,recommended_action,rationale,source_group,present_in_train_schema,present_in_inference_schema,keep_present_in_train_schema,keep_present_in_inference_schema,feature_family,mean_importance,importance_rank,max_abs_corr,max_corr_partner,nunique,std,target_corr,keep_mean_importance,pair_corr,pair_abs_corr,code_references
exact_prune_17,uproj_beam_mean_resid,uproj_beam_mean_corr,sign_flip_duplicate,high,drop_in_exact_prune,exp092 writes both source_u - polynomial and polynomial - source_u,u_projection_corr_resid_sign_flip,True,True,True,True,u_projection,1038.4,111,1.0,uproj_beam_mean_corr,545913,4.123312473297119,-0.2179231584290884,1148.2666666666669,-1.0,1.0,experiments/exp092_u_projection_correction_disagreement_fullrun/u_projection_correction_disagreement_fullrun.py:505;experiments/exp092_u_projection_correction_disagreement_fullrun/u_projection_correction_disagreement_fullrun.py:506
exact_prune_17,uproj_beam_med_resid,uproj_beam_med_corr,sign_flip_duplicate,high,drop_in_exact_prune,exp092 writes both source_u - polynomial and polynomial - source_u,u_projection_corr_resid_sign_flip,True,True,True,True,u_projection,904.6,120,1.0,uproj_beam_med_corr,547199,4.180289268493652,-0.2151592364135053,1021.2666666666668,-1.0,1.0,experiments/exp092_u_projection_correction_disagreement_fullrun/u_projection_correction_disagreement_fullrun.py:505;experiments/exp092_u_projection_correction_disagreement_fullrun/u_projection_correction_disagreement_fullrun.py:506
exact_prune_17,uproj_diff_pf_ancc_minus_pf_z,pf_vs_z,existing_disagreement_duplicate,high,drop_in_exact_prune,PF ANCC minus PF Z in U-space collapses to the existing base pf_vs_z feature,u_projection_base_disagreement_duplicate,True,True,True,True,u_projection,743.5333333333333,127,1.0,pf_vs_z,92662,17.36030387878418,0.1335714954077197,1688.8,1.0,1.0,experiments/exp092_u_projection_correction_disagreement_fullrun/u_projection_correction_disagreement_fullrun.py:557
exact_prune_17,uproj_likpf_mean_resid,uproj_likpf_mean_corr,sign_flip_duplicate,high,drop_in_exact_prune,exp092 writes both source_u - polynomial and polynomial - source_u,u_projection_corr_resid_sign_flip,True,True,True,True,u_projection,1676.4,63,1.0,uproj_likpf_mean_corr,543997,3.772436857223511,-0.0561451603282142,1811.4,-1.0,1.0,experiments/exp092_u_projection_correction_disagreement_fullrun/u_projection_correction_disagreement_fullrun.py:505;experiments/exp092_u_projection_correction_disagreement_fullrun/u_projection_correction_disagreement_fullrun.py:506
exact_prune_17,uproj_pf_ancc_resid,uproj_pf_ancc_corr,sign_flip_duplicate,high,drop_in_exact_prune,exp092 writes both source_u - polynomial and polynomial - source_u,u_projection_corr_resid_sign_flip,True,True,True,True,u_projection,1200.2,94,1.0,uproj_pf_ancc_corr,549550,4.266556262969971,-0.0923719879285661,1352.3333333333333,-1.0,1.0,experiments/exp092_u_projection_correction_disagreement_fullrun/u_projection_correction_disagreement_fullrun.py:505;experiments/exp092_u_projection_correction_disagreement_fullrun/u_projection_correction_disagreement_fullrun.py:506
exact_prune_17,uproj_pf_z_resid,uproj_pf_z_corr,sign_flip_duplicate,high,drop_in_exact_prune,exp092 writes both source_u - polynomial and polynomial - source_u,u_projection_corr_resid_sign_flip,True,True,True,True,u_projection,1060.3333333333333,105,1.0,uproj_pf_z_corr,535340,3.4173216819763184,-0.0845358639975728,1296.4,-1.0,1.0,experiments/exp092_u_projection_correction_disagreement_fullrun/u_projection_correction_disagreement_fullrun.py:505;experiments/exp092_u_projection_correction_disagreement_fullrun/u_projection_correction_disagreement_fullrun.py:506
formation_last50_followup_12,bw50_ANCC,bww_ANCC,formation_weighted_vs_last50_near_duplicate,medium,defer_to_separate_ablation,"weighted and last50 prefix formation-bias features are near-duplicates, but not exact",public_replay_formation_bias_near_duplicate,True,True,True,True,base_replay,190.66666666666663,218,0.9999911224154846,bww_ANCC,772,654.6466064453125,0.0068617902993765,264.6666666666667,0.9999911224154846,0.9999911224154846,experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:460;experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:575;experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:576
formation_last50_followup_12,bw50_ASTNU,bww_ASTNU,formation_weighted_vs_last50_near_duplicate,medium,defer_to_separate_ablation,"weighted and last50 prefix formation-bias features are near-duplicates, but not exact",public_replay_formation_bias_near_duplicate,True,True,True,True,base_replay,192.53333333333333,216,0.999991055011816,bww_ASTNU,773,648.8328857421875,-0.0010922084918881,245.26666666666668,0.999991055011816,0.999991055011816,experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:460;experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:575;experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:576
formation_last50_followup_12,bw50_ASTNL,bww_ASTNL,formation_weighted_vs_last50_near_duplicate,medium,defer_to_separate_ablation,"weighted and last50 prefix formation-bias features are near-duplicates, but not exact",public_replay_formation_bias_near_duplicate,True,True,True,True,base_replay,138.0,243,0.9999923004739684,bww_ASTNL,773,631.8209228515625,-0.0001342749522136,187.13333333333333,0.9999923004739684,0.9999923004739684,experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:460;experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:575;experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:576
formation_last50_followup_12,bw50_EGFDU,bww_EGFDU,formation_weighted_vs_last50_near_duplicate,medium,defer_to_separate_ablation,"weighted and last50 prefix formation-bias features are near-duplicates, but not exact",public_replay_formation_bias_near_duplicate,True,True,True,True,base_replay,137.8,244,0.9999925776098378,bww_EGFDU,773,629.0201416015625,0.0064269621802155,193.2,0.9999925776098378,0.9999925776098378,experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:460;experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:575;experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:576
formation_last50_followup_12,bw50_EGFDL,bww_EGFDL,formation_weighted_vs_last50_near_duplicate,medium,defer_to_separate_ablation,"weighted and last50 prefix formation-bias features are near-duplicates, but not exact",public_replay_formation_bias_near_duplicate,True,True,True,True,base_replay,116.8,250,0.9999925774984988,bww_EGFDL,773,628.4083862304688,0.007208730452855,146.2,0.9999925774984988,0.9999925774984988,experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:460;experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:575;experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:576
formation_last50_followup_12,bw50_BUDA,bww_BUDA,formation_weighted_vs_last50_near_duplicate,medium,defer_to_separate_ablation,"weighted and last50 prefix formation-bias features are near-duplicates, but not exact",public_replay_formation_bias_near_duplicate,True,True,True,True,base_replay,89.73333333333333,255,0.9999925897079838,bww_BUDA,773,643.0433959960938,0.0060073643885356,112.4,0.9999925897079838,0.9999925897079838,experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:460;experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:575;experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:576
formation_last50_followup_12,tvtF50_ANCC,tvtFw_ANCC,formation_weighted_vs_last50_near_duplicate,medium,defer_to_separate_ablation,"weighted and last50 prefix formation-bias features are near-duplicates, but not exact",public_replay_formation_bias_near_duplicate,True,True,True,True,base_replay,409.6,149,0.999990304638189,tvtFw_ANCC,478818,626.5887451171875,0.0167610024740498,456.2,0.999990304638189,0.999990304638189,experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:460;experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:575;experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:576
formation_last50_followup_12,tvtF50_ASTNU,tvtFw_ASTNU,formation_weighted_vs_last50_near_duplicate,medium,defer_to_separate_ablation,"weighted and last50 prefix formation-bias features are near-duplicates, but not exact",public_replay_formation_bias_near_duplicate,True,True,True,True,base_replay,472.0,142,0.9999904079094132,tvtFw_ASTNU,480038,626.9163208007812,0.0167098112061151,510.06666666666666,0.9999904079094132,0.9999904079094132,experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:460;experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:575;experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:576
formation_last50_followup_12,tvtF50_ASTNL,tvtFw_ASTNL,formation_weighted_vs_last50_near_duplicate,medium,defer_to_separate_ablation,"weighted and last50 prefix formation-bias features are near-duplicates, but not exact",public_replay_formation_bias_near_duplicate,True,True,True,True,base_replay,355.1333333333333,155,0.999992160518398,tvtFw_ASTNL,478512,626.4723510742188,0.01645078881557,385.6,0.999992160518398,0.999992160518398,experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:460;experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:575;experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:576
formation_last50_followup_12,tvtF50_EGFDU,tvtFw_EGFDU,formation_weighted_vs_last50_near_duplicate,medium,defer_to_separate_ablation,"weighted and last50 prefix formation-bias features are near-duplicates, but not exact",public_replay_formation_bias_near_duplicate,True,True,True,True,base_replay,329.7333333333333,166,0.9999924884500538,tvtFw_EGFDU,478716,625.4691162109375,0.0168087670995417,344.7333333333333,0.9999924884500538,0.9999924884500538,experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:460;experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:575;experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:576
formation_last50_followup_12,tvtF50_EGFDL,tvtFw_EGFDL,formation_weighted_vs_last50_near_duplicate,medium,defer_to_separate_ablation,"weighted and last50 prefix formation-bias features are near-duplicates, but not exact",public_replay_formation_bias_near_duplicate,True,True,True,True,base_replay,352.53333333333336,158,0.9999924985201734,tvtFw_EGFDL,479054,625.2073364257812,0.0168937065409282,354.06666666666666,0.9999924985201734,0.9999924985201734,experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:460;experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:575;experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:576
formation_last50_followup_12,tvtF50_BUDA,tvtFw_BUDA,formation_weighted_vs_last50_near_duplicate,medium,defer_to_separate_ablation,"weighted and last50 prefix formation-bias features are near-duplicates, but not exact",public_replay_formation_bias_near_duplicate,True,True,True,True,base_replay,326.8,167,0.9999921650393682,tvtFw_BUDA,477618,625.687255859375,0.0170811950238406,333.26666666666665,0.9999921650393682,0.9999921650393682,experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:460;experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:575;experiments/exp072_exp063_full_replay_feature_cache/public_notebook_replay_audit.py:576
learned_likelihood_slim_review,ll_candidate_tvt_sc_ens_minus_likpf_mean_tvt,,high_corr_or_redundancy_review,medium,review_only_do_not_include_in_exact_prune,candidate disagreement or spread signal is correlated with existing candidate values; verify separately,learned_likelihood_slim_review,True,True,,,learned_likelihood,337.8666666666667,164,0.9976464016494716,ll_candidate_tvt_hyb_minus_likpf_mean_tvt,313788,139.8828125,-0.0696048921706515,,,,
learned_likelihood_slim_review,ll_candidate_tvt_hyb_minus_likpf_mean_tvt,,high_corr_or_redundancy_review,medium,review_only_do_not_include_in_exact_prune,candidate disagreement or spread signal is correlated with existing candidate values; verify separately,learned_likelihood_slim_review,True,True,,,learned_likelihood,346.8666666666667,161,0.9976464016494716,ll_candidate_tvt_sc_ens_minus_likpf_mean_tvt,246088,84.6744155883789,-0.1174787389734954,,,,
learned_likelihood_slim_review,ll_candidate_tvt_std,,high_corr_or_redundancy_review,medium,review_only_do_not_include_in_exact_prune,candidate disagreement or spread signal is correlated with existing candidate values; verify separately,learned_likelihood_slim_review,True,True,,,learned_likelihood,144.93333333333334,239,0.9994630332629204,ll_candidate_tvt_range,596124,55.87251663208008,0.0358836700443512,,,,
learned_likelihood_slim_review,ll_candidate_tvt_range,,high_corr_or_redundancy_review,medium,review_only_do_not_include_in_exact_prune,candidate disagreement or spread signal is correlated with existing candidate values; verify separately,learned_likelihood_slim_review,True,True,,,learned_likelihood,148.46666666666667,235,0.9994630332629204,ll_candidate_tvt_std,291548,137.22418212890625,0.0316684138888636,,,,
u_projection_slim_review,uproj_pf_ancc_abs_resid,,u_projection_family_slim_review,medium,review_only_do_not_include_in_exact_prune,non-exact U-projection uncertainty/spread feature; keep out of the first drop-only ablation,u_projection_slim_review,True,True,,,u_projection,1045.2,108,0.4767803447824406,uproj_pf_ancc_resid_mad,508387,2.896955966949463,0.0543797102075143,,,,
u_projection_slim_review,uproj_pf_ancc_resid_mad,,u_projection_family_slim_review,medium,review_only_do_not_include_in_exact_prune,non-exact U-projection uncertainty/spread feature; keep out of the first drop-only ablation,u_projection_slim_review,True,True,,,u_projection,2586.0666666666666,22,0.6591902124667652,uproj_likpf_mean_resid_mad,773,1.3607044219970703,0.0801035383781111,,,,
u_projection_slim_review,uproj_pf_z_abs_resid,,u_projection_family_slim_review,medium,review_only_do_not_include_in_exact_prune,non-exact U-projection uncertainty/spread feature; keep out of the first drop-only ablation,u_projection_slim_review,True,True,,,u_projection,1047.4,107,0.4951137322355509,uproj_pf_z_resid_mad,485469,2.338474750518799,0.05775271125764,,,,
u_projection_slim_review,uproj_pf_z_resid_mad,,u_projection_family_slim_review,medium,review_only_do_not_include_in_exact_prune,non-exact U-projection uncertainty/spread feature; keep out of the first drop-only ablation,u_projection_slim_review,True,True,,,u_projection,2426.9333333333334,30,0.5115442414139115,uproj_pf_ancc_resid_mad,773,1.109488010406494,0.0696582652834459,,,,
u_projection_slim_review,uproj_beam_mean_abs_resid,,u_projection_family_slim_review,medium,review_only_do_not_include_in_exact_prune,non-exact U-projection uncertainty/spread feature; keep out of the first drop-only ablation,u_projection_slim_review,True,True,,,u_projection,1096.4,101,0.9742552312799454,uproj_beam_med_abs_resid,502043,2.7370550632476807,0.0726061097876383,,,,
u_projection_slim_review,uproj_beam_mean_resid_mad,,u_projection_family_slim_review,medium,review_only_do_not_include_in_exact_prune,non-exact U-projection uncertainty/spread feature; keep out of the first drop-only ablation,u_projection_slim_review,True,True,,,u_projection,2265.4666666666667,39,0.9797129022396788,uproj_beam_med_resid_mad,773,1.2643606662750244,0.1055365355793039,,,,
u_projection_slim_review,uproj_beam_med_abs_resid,,u_projection_family_slim_review,medium,review_only_do_not_include_in_exact_prune,non-exact U-projection uncertainty/spread feature; keep out of the first drop-only ablation,u_projection_slim_review,True,True,,,u_projection,999.4666666666668,117,0.9742552312799454,uproj_beam_mean_abs_resid,503930,2.768495559692383,0.0641012382959986,,,,
u_projection_slim_review,uproj_beam_med_resid_mad,,u_projection_family_slim_review,medium,review_only_do_not_include_in_exact_prune,non-exact U-projection uncertainty/spread feature; keep out of the first drop-only ablation,u_projection_slim_review,True,True,,,u_projection,2088.133333333333,47,0.9797129022396788,uproj_beam_mean_resid_mad,773,1.2624404430389404,0.0929222111488603,,,,
u_projection_slim_review,uproj_likpf_mean_abs_resid,,u_projection_family_slim_review,medium,review_only_do_not_include_in_exact_prune,non-exact U-projection uncertainty/spread feature; keep out of the first drop-only ablation,u_projection_slim_review,True,True,,,u_projection,1249.8666666666666,90,0.4689609179978313,uproj_pf_ancc_abs_resid,499473,2.5217671394348145,0.0630205536348874,,,,
u_projection_slim_review,uproj_likpf_mean_resid_mad,,u_projection_family_slim_review,medium,review_only_do_not_include_in_exact_prune,non-exact U-projection uncertainty/spread feature; keep out of the first drop-only ablation,u_projection_slim_review,True,True,,,u_projection,2611.9333333333334,21,0.6591902124667652,uproj_pf_ancc_resid_mad,773,1.0712075233459473,0.1006978219080922,,,,
u_projection_slim_review,uproj_source_u_std,,u_projection_family_slim_review,medium,review_only_do_not_include_in_exact_prune,non-exact U-projection uncertainty/spread feature; keep out of the first drop-only ablation,u_projection_slim_review,True,True,,,u_projection,1374.6666666666667,78,0.9868396085329236,uproj_source_u_range,594329,5.66936731338501,0.1119964189817439,,,,
u_projection_slim_review,uproj_source_u_range,,u_projection_family_slim_review,medium,review_only_do_not_include_in_exact_prune,non-exact U-projection uncertainty/spread feature; keep out of the first drop-only ablation,u_projection_slim_review,True,True,,,u_projection,1403.0,74,0.9868396085329236,uproj_source_u_std,65642,14.99936866760254,0.1102246090491347,,,,
u_projection_slim_review,uproj_corr_std,,u_projection_family_slim_review,medium,review_only_do_not_include_in_exact_prune,non-exact U-projection uncertainty/spread feature; keep out of the first drop-only ablation,u_projection_slim_review,True,True,,,u_projection,1123.7333333333331,97,0.9854000523746932,uproj_corr_range,593145,1.2703627347946167,0.0419353337492816,,,,
u_projection_slim_review,uproj_corr_range,,u_projection_family_slim_review,medium,review_only_do_not_include_in_exact_prune,non-exact U-projection uncertainty/spread feature; keep out of the first drop-only ablation,u_projection_slim_review,True,True,,,u_projection,1071.4666666666667,104,0.9854000523746932,uproj_corr_std,533922,3.3281657695770264,0.043713177215661,,,,
